Transcript_ID,Gene_ID
mRNA3578,mRNA3578
mRNA3579,mRNA3579
mRNA3580,mRNA3580
mRNA3581,mRNA3581
mRNA3582,mRNA3582
mRNA3583,mRNA3583
mRNA3584,mRNA3584
mRNA3585,mRNA3585
mRNA3586,mRNA3586
mRNA3587,mRNA3587
mRNA3588,mRNA3588
mRNA3589,mRNA3589
mRNA3590,mRNA3590
mRNA3591,mRNA3591
mRNA3592,mRNA3592
mRNA3593,mRNA3593
mRNA3594,mRNA3594
mRNA3595,mRNA3595
mRNA3596,mRNA3596
mRNA3597,mRNA3597
mRNA3598,mRNA3598
mRNA3599,mRNA3599
mRNA3600,mRNA3600
mRNA3601,mRNA3601
mRNA3602,mRNA3602
mRNA3603,mRNA3603
mRNA3604,mRNA3604
mRNA3605,mRNA3605
mRNA3606,mRNA3606
mRNA3607,mRNA3607
mRNA3608,mRNA3608
mRNA3609,mRNA3609
mRNA3610,mRNA3610
mRNA3611,mRNA3611
mRNA3612,mRNA3612
mRNA3613,mRNA3613
mRNA3614,mRNA3614
mRNA3615,mRNA3615
mRNA3616,mRNA3616
mRNA3617,mRNA3617
mRNA3618,mRNA3618
mRNA3619,mRNA3619
mRNA3620,mRNA3620
mRNA3621,mRNA3621
mRNA3622,mRNA3622
mRNA3623,mRNA3623
mRNA3624,mRNA3624
mRNA3625,mRNA3625
mRNA3626,mRNA3626
mRNA3627,mRNA3627
mRNA3628,mRNA3628
mRNA3629,mRNA3629
mRNA3630,mRNA3630
mRNA3631,mRNA3631
mRNA3632,mRNA3632
mRNA3633,mRNA3633
mRNA3634,mRNA3634
mRNA3635,mRNA3635
mRNA3636,mRNA3636
mRNA3637,mRNA3637
mRNA3638,mRNA3638
mRNA3639,mRNA3639
mRNA3640,mRNA3640
mRNA3641,mRNA3641
mRNA3642,mRNA3642
mRNA3643,mRNA3643
mRNA3644,mRNA3644
mRNA3645,mRNA3645
mRNA3646,mRNA3646
mRNA3647,mRNA3647
mRNA3648,mRNA3648
mRNA3649,mRNA3649
mRNA3650,mRNA3650
mRNA3651,mRNA3651
mRNA3652,mRNA3652
mRNA3653,mRNA3653
mRNA3654,mRNA3654
mRNA3655,mRNA3655
mRNA3656,mRNA3656
mRNA3657,mRNA3657
mRNA3658,mRNA3658
mRNA3659,mRNA3659
mRNA3660,mRNA3660
mRNA3661,mRNA3661
mRNA3662,mRNA3662
mRNA3663,mRNA3663
mRNA3664,mRNA3664
mRNA3665,mRNA3665
mRNA3666,mRNA3666
mRNA3667,mRNA3667
mRNA3668,mRNA3668
mRNA3669,mRNA3669
mRNA3670,mRNA3670
mRNA3671,mRNA3671
mRNA3672,mRNA3672
mRNA3673,mRNA3673
mRNA3674,mRNA3674
mRNA3675,mRNA3675
mRNA3676,mRNA3676
mRNA3677,mRNA3677
mRNA3678,mRNA3678
mRNA3679,mRNA3679
mRNA3680,mRNA3680
mRNA3681,mRNA3681
mRNA3682,mRNA3682
mRNA3683,mRNA3683
mRNA3684,mRNA3684
mRNA3685,mRNA3685
mRNA3686,mRNA3686
mRNA3687,mRNA3687
mRNA3688,mRNA3688
mRNA3689,mRNA3689
mRNA3690,mRNA3690
mRNA3691,mRNA3691
mRNA3692,mRNA3692
mRNA3693,mRNA3693
mRNA3694,mRNA3694
mRNA3695,mRNA3695
mRNA3696,mRNA3696
mRNA3697,mRNA3697
mRNA3698,mRNA3698
mRNA3699,mRNA3699
mRNA3700,mRNA3700
mRNA3701,mRNA3701
mRNA3702,mRNA3702
mRNA3703,mRNA3703
mRNA3704,mRNA3704
mRNA3705,mRNA3705
mRNA3706,mRNA3706
mRNA3707,mRNA3707
mRNA3708,mRNA3708
mRNA3709,mRNA3709
mRNA3710,mRNA3710
mRNA3711,mRNA3711
mRNA3712,mRNA3712
mRNA3713,mRNA3713
mRNA3714,mRNA3714
mRNA3715,mRNA3715
mRNA3716,mRNA3716
mRNA3717,mRNA3717
mRNA3718,mRNA3718
mRNA3719,mRNA3719
mRNA3720,mRNA3720
mRNA3721,mRNA3721
mRNA3722,mRNA3722
mRNA3723,mRNA3723
mRNA3724,mRNA3724
mRNA3725,mRNA3725
mRNA3726,mRNA3726
mRNA3727,mRNA3727
mRNA3728,mRNA3728
mRNA3729,mRNA3729
mRNA3730,mRNA3730
mRNA3731,mRNA3731
mRNA3732,mRNA3732
mRNA3733,mRNA3733
mRNA3734,mRNA3734
mRNA3735,mRNA3735
mRNA3736,mRNA3736
mRNA3737,mRNA3737
mRNA3738,mRNA3738
mRNA3739,mRNA3739
mRNA3740,mRNA3740
mRNA3741,mRNA3741
mRNA3742,mRNA3742
mRNA3743,mRNA3743
mRNA3744,mRNA3744
mRNA3745,mRNA3745
mRNA3746,mRNA3746
mRNA3747,mRNA3747
mRNA3748,mRNA3748
mRNA3749,mRNA3749
mRNA3750,mRNA3750
mRNA3751,mRNA3751
mRNA3752,mRNA3752
mRNA3753,mRNA3753
mRNA3754,mRNA3754
mRNA3755,mRNA3755
mRNA3756,mRNA3756
mRNA3757,mRNA3757
mRNA3758,mRNA3758
mRNA3759,mRNA3759
mRNA3760,mRNA3760
mRNA3761,mRNA3761
mRNA3762,mRNA3762
mRNA3763,mRNA3763
mRNA3764,mRNA3764
mRNA3765,mRNA3765
mRNA3766,mRNA3766
mRNA3767,mRNA3767
mRNA3768,mRNA3768
mRNA3769,mRNA3769
mRNA3770,mRNA3770
mRNA3771,mRNA3771
mRNA3772,mRNA3772
mRNA3773,mRNA3773
mRNA3774,mRNA3774
mRNA3775,mRNA3775
mRNA3776,mRNA3776
mRNA3777,mRNA3777
mRNA3778,mRNA3778
mRNA3779,mRNA3779
mRNA3780,mRNA3780
mRNA3781,mRNA3781
mRNA3782,mRNA3782
mRNA3783,mRNA3783
mRNA3784,mRNA3784
mRNA3785,mRNA3785
mRNA3786,mRNA3786
mRNA3787,mRNA3787
mRNA3788,mRNA3788
mRNA3789,mRNA3789
mRNA3790,mRNA3790
mRNA3791,mRNA3791
mRNA3792,mRNA3792
mRNA3793,mRNA3793
mRNA3794,mRNA3794
mRNA3795,mRNA3795
mRNA3796,mRNA3796
mRNA3797,mRNA3797
mRNA3798,mRNA3798
mRNA3799,mRNA3799
mRNA3800,mRNA3800
mRNA3801,mRNA3801
mRNA3802,mRNA3802
mRNA3803,mRNA3803
mRNA3804,mRNA3804
mRNA3805,mRNA3805
mRNA3806,mRNA3806
mRNA3807,mRNA3807
mRNA3808,mRNA3808
mRNA3809,mRNA3809
mRNA3810,mRNA3810
mRNA3811,mRNA3811
mRNA3812,mRNA3812
mRNA3813,mRNA3813
mRNA3814,mRNA3814
mRNA3815,mRNA3815
mRNA3816,mRNA3816
mRNA3817,mRNA3817
mRNA3818,mRNA3818
mRNA3819,mRNA3819
mRNA3820,mRNA3820
mRNA3821,mRNA3821
mRNA3822,mRNA3822
mRNA3823,mRNA3823
mRNA3824,mRNA3824
mRNA3825,mRNA3825
mRNA3826,mRNA3826
mRNA3827,mRNA3827
mRNA3828,mRNA3828
mRNA3829,mRNA3829
mRNA3830,mRNA3830
mRNA3831,mRNA3831
mRNA3832,mRNA3832
mRNA3833,mRNA3833
mRNA3834,mRNA3834
mRNA3835,mRNA3835
mRNA3836,mRNA3836
mRNA3837,mRNA3837
mRNA3838,mRNA3838
mRNA3839,mRNA3839
mRNA3840,mRNA3840
mRNA3841,mRNA3841
mRNA3842,mRNA3842
mRNA3843,mRNA3843
mRNA3844,mRNA3844
mRNA3845,mRNA3845
mRNA3846,mRNA3846
mRNA3847,mRNA3847
mRNA3848,mRNA3848
mRNA3849,mRNA3849
mRNA3850,mRNA3850
mRNA3851,mRNA3851
mRNA3852,mRNA3852
mRNA3853,mRNA3853
mRNA3854,mRNA3854
mRNA3855,mRNA3855
mRNA3856,mRNA3856
mRNA3857,mRNA3857
mRNA3858,mRNA3858
mRNA3859,mRNA3859
mRNA3860,mRNA3860
mRNA3861,mRNA3861
mRNA3862,mRNA3862
mRNA3863,mRNA3863
mRNA3864,mRNA3864
mRNA3865,mRNA3865
mRNA3866,mRNA3866
mRNA3867,mRNA3867
mRNA3868,mRNA3868
mRNA3869,mRNA3869
mRNA3870,mRNA3870
mRNA3871,mRNA3871
mRNA3872,mRNA3872
mRNA3873,mRNA3873
mRNA3874,mRNA3874
mRNA3875,mRNA3875
mRNA3876,mRNA3876
mRNA3877,mRNA3877
mRNA3878,mRNA3878
mRNA3879,mRNA3879
mRNA3880,mRNA3880
mRNA3881,mRNA3881
mRNA3882,mRNA3882
mRNA3883,mRNA3883
mRNA3884,mRNA3884
mRNA3885,mRNA3885
mRNA3886,mRNA3886
mRNA3887,mRNA3887
mRNA3888,mRNA3888
mRNA3889,mRNA3889
mRNA3890,mRNA3890
mRNA3891,mRNA3891
mRNA3892,mRNA3892
mRNA3893,mRNA3893
mRNA3894,mRNA3894
mRNA3895,mRNA3895
mRNA3896,mRNA3896
mRNA3897,mRNA3897
mRNA3898,mRNA3898
mRNA3899,mRNA3899
mRNA3900,mRNA3900
mRNA3901,mRNA3901
mRNA3902,mRNA3902
mRNA3903,mRNA3903
mRNA3904,mRNA3904
mRNA3905,mRNA3905
mRNA3906,mRNA3906
mRNA3907,mRNA3907
mRNA3908,mRNA3908
mRNA3909,mRNA3909
mRNA3910,mRNA3910
mRNA3911,mRNA3911
mRNA3912,mRNA3912
mRNA3913,mRNA3913
mRNA3914,mRNA3914
mRNA3915,mRNA3915
mRNA3916,mRNA3916
mRNA3917,mRNA3917
mRNA3918,mRNA3918
mRNA3919,mRNA3919
mRNA3920,mRNA3920
mRNA3921,mRNA3921
mRNA3922,mRNA3922
mRNA3923,mRNA3923
mRNA3924,mRNA3924
mRNA3925,mRNA3925
mRNA3926,mRNA3926
mRNA3927,mRNA3927
mRNA3928,mRNA3928
mRNA3929,mRNA3929
mRNA3930,mRNA3930
mRNA3931,mRNA3931
mRNA3932,mRNA3932
mRNA3933,mRNA3933
mRNA3934,mRNA3934
mRNA3935,mRNA3935
mRNA3936,mRNA3936
mRNA3937,mRNA3937
mRNA3938,mRNA3938
mRNA3939,mRNA3939
mRNA3940,mRNA3940
mRNA3941,mRNA3941
mRNA3942,mRNA3942
mRNA3943,mRNA3943
mRNA3944,mRNA3944
mRNA3945,mRNA3945
mRNA3946,mRNA3946
mRNA3947,mRNA3947
mRNA3948,mRNA3948
mRNA3949,mRNA3949
mRNA3950,mRNA3950
mRNA3951,mRNA3951
mRNA3952,mRNA3952
mRNA3953,mRNA3953
mRNA3954,mRNA3954
mRNA3955,mRNA3955
mRNA3956,mRNA3956
mRNA3957,mRNA3957
mRNA3958,mRNA3958
mRNA3959,mRNA3959
mRNA3960,mRNA3960
mRNA3961,mRNA3961
mRNA3962,mRNA3962
mRNA3963,mRNA3963
mRNA3964,mRNA3964
mRNA3965,mRNA3965
mRNA3966,mRNA3966
mRNA3967,mRNA3967
mRNA3968,mRNA3968
mRNA3969,mRNA3969
mRNA3970,mRNA3970
mRNA3971,mRNA3971
mRNA3972,mRNA3972
mRNA3973,mRNA3973
mRNA3974,mRNA3974
mRNA3975,mRNA3975
mRNA3976,mRNA3976
mRNA3977,mRNA3977
mRNA3978,mRNA3978
mRNA3979,mRNA3979
mRNA3980,mRNA3980
mRNA3981,mRNA3981
mRNA3982,mRNA3982
mRNA3983,mRNA3983
mRNA3984,mRNA3984
mRNA3985,mRNA3985
mRNA3986,mRNA3986
mRNA3987,mRNA3987
mRNA3988,mRNA3988
mRNA3989,mRNA3989
mRNA3990,mRNA3990
mRNA3991,mRNA3991
mRNA3992,mRNA3992
mRNA3993,mRNA3993
mRNA3994,mRNA3994
mRNA3995,mRNA3995
mRNA3996,mRNA3996
mRNA3997,mRNA3997
mRNA3998,mRNA3998
mRNA3999,mRNA3999
mRNA4000,mRNA4000
mRNA4001,mRNA4001
mRNA4002,mRNA4002
mRNA4003,mRNA4003
mRNA4004,mRNA4004
mRNA4005,mRNA4005
mRNA4006,mRNA4006
mRNA4007,mRNA4007
mRNA4008,mRNA4008
mRNA4009,mRNA4009
mRNA4010,mRNA4010
mRNA4011,mRNA4011
mRNA4012,mRNA4012
mRNA4013,mRNA4013
mRNA4014,mRNA4014
mRNA4015,mRNA4015
mRNA4016,mRNA4016
mRNA4017,mRNA4017
mRNA4018,mRNA4018
mRNA4019,mRNA4019
mRNA4020,mRNA4020
mRNA4021,mRNA4021
mRNA4022,mRNA4022
mRNA4023,mRNA4023
mRNA4024,mRNA4024
mRNA4025,mRNA4025
mRNA4026,mRNA4026
mRNA4027,mRNA4027
mRNA4028,mRNA4028
mRNA4029,mRNA4029
mRNA4030,mRNA4030
mRNA4031,mRNA4031
mRNA4032,mRNA4032
mRNA4033,mRNA4033
mRNA4034,mRNA4034
mRNA4035,mRNA4035
mRNA4036,mRNA4036
mRNA4037,mRNA4037
mRNA4038,mRNA4038
mRNA4039,mRNA4039
mRNA4040,mRNA4040
mRNA4041,mRNA4041
mRNA4042,mRNA4042
mRNA4043,mRNA4043
mRNA4044,mRNA4044
mRNA4045,mRNA4045
mRNA4046,mRNA4046
mRNA4047,mRNA4047
mRNA4048,mRNA4048
mRNA4049,mRNA4049
mRNA4050,mRNA4050
mRNA4051,mRNA4051
mRNA4052,mRNA4052
mRNA4053,mRNA4053
mRNA4054,mRNA4054
mRNA4055,mRNA4055
mRNA4056,mRNA4056
mRNA4057,mRNA4057
mRNA4058,mRNA4058
mRNA4059,mRNA4059
mRNA4060,mRNA4060
mRNA4061,mRNA4061
mRNA4062,mRNA4062
mRNA4063,mRNA4063
mRNA4064,mRNA4064
mRNA4065,mRNA4065
mRNA4066,mRNA4066
mRNA4067,mRNA4067
mRNA4068,mRNA4068
mRNA4069,mRNA4069
mRNA4070,mRNA4070
mRNA4071,mRNA4071
mRNA4072,mRNA4072
mRNA4073,mRNA4073
mRNA4074,mRNA4074
mRNA4075,mRNA4075
mRNA4076,mRNA4076
mRNA4077,mRNA4077
mRNA4078,mRNA4078
mRNA4079,mRNA4079
mRNA4080,mRNA4080
mRNA4081,mRNA4081
mRNA4082,mRNA4082
mRNA4083,mRNA4083
mRNA4084,mRNA4084
mRNA4085,mRNA4085
mRNA4086,mRNA4086
mRNA4087,mRNA4087
mRNA4088,mRNA4088
mRNA4089,mRNA4089
mRNA4090,mRNA4090
mRNA4091,mRNA4091
mRNA4092,mRNA4092
mRNA4093,mRNA4093
mRNA4094,mRNA4094
mRNA4095,mRNA4095
mRNA4096,mRNA4096
mRNA4097,mRNA4097
mRNA4098,mRNA4098
mRNA4099,mRNA4099
mRNA4100,mRNA4100
mRNA4101,mRNA4101
mRNA4102,mRNA4102
mRNA4103,mRNA4103
mRNA4104,mRNA4104
mRNA4105,mRNA4105
mRNA4106,mRNA4106
mRNA4107,mRNA4107
mRNA4108,mRNA4108
mRNA4109,mRNA4109
mRNA4110,mRNA4110
mRNA4111,mRNA4111
mRNA4112,mRNA4112
mRNA4113,mRNA4113
mRNA4114,mRNA4114
mRNA4115,mRNA4115
mRNA4116,mRNA4116
mRNA4117,mRNA4117
mRNA4118,mRNA4118
mRNA4119,mRNA4119
mRNA4120,mRNA4120
mRNA4121,mRNA4121
mRNA4122,mRNA4122
mRNA4123,mRNA4123
mRNA4124,mRNA4124
mRNA4125,mRNA4125
mRNA4126,mRNA4126
mRNA4127,mRNA4127
mRNA4128,mRNA4128
mRNA4129,mRNA4129
mRNA4130,mRNA4130
mRNA4131,mRNA4131
mRNA4132,mRNA4132
mRNA4133,mRNA4133
mRNA4134,mRNA4134
mRNA4135,mRNA4135
mRNA4136,mRNA4136
mRNA4137,mRNA4137
mRNA4138,mRNA4138
mRNA4139,mRNA4139
mRNA4140,mRNA4140
mRNA4141,mRNA4141
mRNA4142,mRNA4142
mRNA4143,mRNA4143
mRNA4144,mRNA4144
mRNA4145,mRNA4145
mRNA4146,mRNA4146
mRNA4147,mRNA4147
mRNA4148,mRNA4148
mRNA4149,mRNA4149
mRNA4150,mRNA4150
mRNA4151,mRNA4151
mRNA4152,mRNA4152
mRNA4153,mRNA4153
mRNA4154,mRNA4154
mRNA4155,mRNA4155
mRNA4156,mRNA4156
mRNA4157,mRNA4157
mRNA4158,mRNA4158
mRNA4159,mRNA4159
mRNA4160,mRNA4160
mRNA4161,mRNA4161
mRNA4162,mRNA4162
mRNA4163,mRNA4163
mRNA4164,mRNA4164
mRNA4165,mRNA4165
mRNA4166,mRNA4166
mRNA4167,mRNA4167
mRNA4168,mRNA4168
mRNA4169,mRNA4169
mRNA4170,mRNA4170
mRNA4171,mRNA4171
mRNA4172,mRNA4172
mRNA4173,mRNA4173
mRNA4174,mRNA4174
mRNA4175,mRNA4175
mRNA4176,mRNA4176
mRNA4177,mRNA4177
mRNA4178,mRNA4178
mRNA4179,mRNA4179
mRNA4180,mRNA4180
mRNA4181,mRNA4181
mRNA4182,mRNA4182
mRNA4183,mRNA4183
mRNA4184,mRNA4184
mRNA4185,mRNA4185
mRNA4186,mRNA4186
mRNA4187,mRNA4187
mRNA4188,mRNA4188
mRNA4189,mRNA4189
mRNA4190,mRNA4190
mRNA4191,mRNA4191
mRNA4192,mRNA4192
mRNA4193,mRNA4193
mRNA4194,mRNA4194
mRNA4195,mRNA4195
mRNA4196,mRNA4196
mRNA4197,mRNA4197
mRNA4198,mRNA4198
mRNA4199,mRNA4199
mRNA4200,mRNA4200
mRNA4201,mRNA4201
mRNA4202,mRNA4202
mRNA4203,mRNA4203
mRNA4204,mRNA4204
mRNA4205,mRNA4205
mRNA4206,mRNA4206
mRNA4207,mRNA4207
mRNA4208,mRNA4208
mRNA4209,mRNA4209
mRNA4210,mRNA4210
mRNA4211,mRNA4211
mRNA4212,mRNA4212
mRNA4213,mRNA4213
mRNA4214,mRNA4214
mRNA4215,mRNA4215
mRNA4216,mRNA4216
mRNA4217,mRNA4217
mRNA4218,mRNA4218
mRNA4219,mRNA4219
mRNA4220,mRNA4220
mRNA4221,mRNA4221
mRNA4222,mRNA4222
mRNA4223,mRNA4223
mRNA4224,mRNA4224
mRNA4225,mRNA4225
mRNA4226,mRNA4226
mRNA4227,mRNA4227
mRNA4228,mRNA4228
mRNA4229,mRNA4229
mRNA4230,mRNA4230
mRNA4231,mRNA4231
mRNA4232,mRNA4232
mRNA4233,mRNA4233
mRNA4234,mRNA4234
mRNA4235,mRNA4235
mRNA4236,mRNA4236
mRNA4237,mRNA4237
mRNA4238,mRNA4238
mRNA4239,mRNA4239
mRNA4240,mRNA4240
mRNA4241,mRNA4241
mRNA4242,mRNA4242
mRNA4243,mRNA4243
mRNA4244,mRNA4244
mRNA4245,mRNA4245
mRNA4246,mRNA4246
mRNA4247,mRNA4247
mRNA4248,mRNA4248
mRNA4249,mRNA4249
mRNA4250,mRNA4250
mRNA4251,mRNA4251
mRNA4252,mRNA4252
mRNA4253,mRNA4253
mRNA4254,mRNA4254
mRNA4255,mRNA4255
mRNA4256,mRNA4256
mRNA4257,mRNA4257
mRNA4258,mRNA4258
mRNA4259,mRNA4259
mRNA4260,mRNA4260
mRNA4261,mRNA4261
mRNA4262,mRNA4262
mRNA4263,mRNA4263
mRNA4264,mRNA4264
mRNA4265,mRNA4265
mRNA4266,mRNA4266
mRNA4267,mRNA4267
mRNA4268,mRNA4268
mRNA4269,mRNA4269
mRNA4270,mRNA4270
mRNA4271,mRNA4271
mRNA4272,mRNA4272
mRNA4273,mRNA4273
mRNA4274,mRNA4274
mRNA4275,mRNA4275
mRNA4276,mRNA4276
mRNA4277,mRNA4277
mRNA4278,mRNA4278
mRNA4279,mRNA4279
mRNA4280,mRNA4280
mRNA4281,mRNA4281
mRNA4282,mRNA4282
mRNA4283,mRNA4283
mRNA4284,mRNA4284
mRNA4285,mRNA4285
mRNA4286,mRNA4286
mRNA4287,mRNA4287
mRNA4288,mRNA4288
mRNA4289,mRNA4289
mRNA4290,mRNA4290
mRNA4291,mRNA4291
mRNA4292,mRNA4292
mRNA4293,mRNA4293
mRNA4294,mRNA4294
mRNA4295,mRNA4295
mRNA4296,mRNA4296
mRNA4297,mRNA4297
mRNA4298,mRNA4298
mRNA4299,mRNA4299
mRNA4300,mRNA4300
mRNA4301,mRNA4301
mRNA4302,mRNA4302
mRNA4303,mRNA4303
mRNA4304,mRNA4304
mRNA4305,mRNA4305
mRNA4306,mRNA4306
mRNA4307,mRNA4307
mRNA4308,mRNA4308
mRNA4309,mRNA4309
mRNA4310,mRNA4310
mRNA4311,mRNA4311
mRNA4312,mRNA4312
mRNA4313,mRNA4313
mRNA4314,mRNA4314
mRNA4315,mRNA4315
mRNA4316,mRNA4316
mRNA4317,mRNA4317
mRNA4318,mRNA4318
mRNA4319,mRNA4319
mRNA4320,mRNA4320
mRNA4321,mRNA4321
mRNA4322,mRNA4322
mRNA4323,mRNA4323
mRNA4324,mRNA4324
mRNA4325,mRNA4325
mRNA4326,mRNA4326
mRNA4327,mRNA4327
mRNA4328,mRNA4328
mRNA4329,mRNA4329
mRNA4330,mRNA4330
mRNA4331,mRNA4331
mRNA4332,mRNA4332
mRNA4333,mRNA4333
mRNA4334,mRNA4334
mRNA4335,mRNA4335
mRNA4336,mRNA4336
mRNA4337,mRNA4337
mRNA4338,mRNA4338
mRNA4339,mRNA4339
mRNA4340,mRNA4340
mRNA4341,mRNA4341
mRNA4342,mRNA4342
mRNA4343,mRNA4343
mRNA4344,mRNA4344
mRNA4345,mRNA4345
mRNA4346,mRNA4346
mRNA4347,mRNA4347
mRNA4348,mRNA4348
mRNA4349,mRNA4349
mRNA4350,mRNA4350
mRNA4351,mRNA4351
mRNA4352,mRNA4352
mRNA4353,mRNA4353
mRNA4354,mRNA4354
mRNA4355,mRNA4355
mRNA4356,mRNA4356
mRNA4357,mRNA4357
mRNA4358,mRNA4358
mRNA4359,mRNA4359
mRNA4360,mRNA4360
mRNA4361,mRNA4361
mRNA4362,mRNA4362
mRNA4363,mRNA4363
mRNA4364,mRNA4364
mRNA4365,mRNA4365
mRNA4366,mRNA4366
mRNA4367,mRNA4367
mRNA4368,mRNA4368
mRNA4369,mRNA4369
mRNA4370,mRNA4370
mRNA4371,mRNA4371
mRNA4372,mRNA4372
mRNA4373,mRNA4373
mRNA4374,mRNA4374
mRNA4375,mRNA4375
mRNA4376,mRNA4376
mRNA4377,mRNA4377
mRNA4378,mRNA4378
mRNA4379,mRNA4379
mRNA4380,mRNA4380
mRNA4381,mRNA4381
mRNA4382,mRNA4382
mRNA4383,mRNA4383
mRNA4384,mRNA4384
mRNA4385,mRNA4385
mRNA4386,mRNA4386
mRNA4387,mRNA4387
mRNA4388,mRNA4388
mRNA4389,mRNA4389
mRNA4390,mRNA4390
mRNA4391,mRNA4391
mRNA4392,mRNA4392
mRNA4393,mRNA4393
mRNA4394,mRNA4394
mRNA4395,mRNA4395
mRNA4396,mRNA4396
mRNA4397,mRNA4397
mRNA4398,mRNA4398
mRNA4399,mRNA4399
mRNA4400,mRNA4400
mRNA4401,mRNA4401
mRNA4402,mRNA4402
mRNA4403,mRNA4403
mRNA4404,mRNA4404
mRNA4405,mRNA4405
mRNA4406,mRNA4406
mRNA4407,mRNA4407
mRNA4408,mRNA4408
mRNA4409,mRNA4409
mRNA4410,mRNA4410
mRNA4411,mRNA4411
mRNA4412,mRNA4412
mRNA4413,mRNA4413
mRNA4414,mRNA4414
mRNA4415,mRNA4415
mRNA4416,mRNA4416
mRNA4417,mRNA4417
mRNA4418,mRNA4418
mRNA4419,mRNA4419
mRNA4420,mRNA4420
mRNA4421,mRNA4421
mRNA4422,mRNA4422
mRNA4423,mRNA4423
mRNA4424,mRNA4424
mRNA4425,mRNA4425
mRNA4426,mRNA4426
mRNA4427,mRNA4427
mRNA4428,mRNA4428
mRNA4429,mRNA4429
mRNA4430,mRNA4430
mRNA4431,mRNA4431
mRNA4432,mRNA4432
mRNA4433,mRNA4433
mRNA4434,mRNA4434
mRNA4435,mRNA4435
mRNA4436,mRNA4436
mRNA4437,mRNA4437
mRNA4438,mRNA4438
mRNA4439,mRNA4439
mRNA4440,mRNA4440
mRNA4441,mRNA4441
mRNA4442,mRNA4442
mRNA4443,mRNA4443
mRNA4444,mRNA4444
mRNA4445,mRNA4445
mRNA4446,mRNA4446
mRNA4447,mRNA4447
mRNA4448,mRNA4448
mRNA4449,mRNA4449
mRNA4450,mRNA4450
mRNA4451,mRNA4451
mRNA4452,mRNA4452
mRNA4453,mRNA4453
mRNA4454,mRNA4454
mRNA4455,mRNA4455
mRNA4456,mRNA4456
mRNA4457,mRNA4457
mRNA4458,mRNA4458
mRNA4459,mRNA4459
mRNA4460,mRNA4460
mRNA4461,mRNA4461
mRNA4462,mRNA4462
mRNA4463,mRNA4463
mRNA4464,mRNA4464
mRNA4465,mRNA4465
mRNA4466,mRNA4466
mRNA4467,mRNA4467
mRNA4468,mRNA4468
mRNA4469,mRNA4469
mRNA4470,mRNA4470
mRNA4471,mRNA4471
mRNA4472,mRNA4472
mRNA4473,mRNA4473
mRNA4474,mRNA4474
mRNA4475,mRNA4475
mRNA4476,mRNA4476
mRNA4477,mRNA4477
mRNA4478,mRNA4478
mRNA4479,mRNA4479
mRNA4480,mRNA4480
mRNA4481,mRNA4481
mRNA4482,mRNA4482
mRNA4483,mRNA4483
mRNA4484,mRNA4484
mRNA4485,mRNA4485
mRNA4486,mRNA4486
mRNA4487,mRNA4487
mRNA4488,mRNA4488
mRNA4489,mRNA4489
mRNA4490,mRNA4490
mRNA4491,mRNA4491
mRNA4492,mRNA4492
mRNA4493,mRNA4493
mRNA4494,mRNA4494
mRNA4495,mRNA4495
mRNA4496,mRNA4496
mRNA4497,mRNA4497
mRNA4498,mRNA4498
mRNA4499,mRNA4499
mRNA4500,mRNA4500
mRNA4501,mRNA4501
mRNA4502,mRNA4502
mRNA4503,mRNA4503
mRNA4504,mRNA4504
mRNA4505,mRNA4505
mRNA4506,mRNA4506
mRNA4507,mRNA4507
mRNA4508,mRNA4508
mRNA4509,mRNA4509
mRNA4510,mRNA4510
mRNA4511,mRNA4511
mRNA4512,mRNA4512
mRNA4513,mRNA4513
mRNA4514,mRNA4514
mRNA4515,mRNA4515
mRNA4516,mRNA4516
mRNA4517,mRNA4517
mRNA4518,mRNA4518
mRNA4519,mRNA4519
mRNA4520,mRNA4520
mRNA4521,mRNA4521
mRNA4522,mRNA4522
mRNA4523,mRNA4523
mRNA4524,mRNA4524
mRNA4525,mRNA4525
mRNA4526,mRNA4526
mRNA4527,mRNA4527
mRNA4528,mRNA4528
mRNA4529,mRNA4529
mRNA4530,mRNA4530
mRNA4531,mRNA4531
mRNA4532,mRNA4532
mRNA4533,mRNA4533
mRNA4534,mRNA4534
mRNA4535,mRNA4535
mRNA4536,mRNA4536
mRNA4537,mRNA4537
mRNA4538,mRNA4538
mRNA4539,mRNA4539
mRNA4540,mRNA4540
mRNA4541,mRNA4541
mRNA4542,mRNA4542
mRNA4543,mRNA4543
mRNA4544,mRNA4544
mRNA4545,mRNA4545
mRNA4546,mRNA4546
mRNA4547,mRNA4547
mRNA4548,mRNA4548
mRNA4549,mRNA4549
mRNA4550,mRNA4550
mRNA4551,mRNA4551
mRNA4552,mRNA4552
mRNA4553,mRNA4553
mRNA4554,mRNA4554
mRNA4555,mRNA4555
mRNA4556,mRNA4556
mRNA4557,mRNA4557
mRNA4558,mRNA4558
mRNA4559,mRNA4559
mRNA4560,mRNA4560
mRNA4561,mRNA4561
mRNA4562,mRNA4562
mRNA4563,mRNA4563
mRNA4564,mRNA4564
mRNA4565,mRNA4565
mRNA4566,mRNA4566
mRNA4567,mRNA4567
mRNA4568,mRNA4568
mRNA4569,mRNA4569
mRNA4570,mRNA4570
mRNA4571,mRNA4571
mRNA4572,mRNA4572
mRNA4573,mRNA4573
mRNA4574,mRNA4574
mRNA4575,mRNA4575
